3.991927e+002,0.000000e+000
4.011211e+002,0.000000e+000
4.030496e+002,0.000000e+000
4.049781e+002,0.000000e+000
4.069065e+002,0.000000e+000
4.088350e+002,0.000000e+000
4.107635e+002,0.000000e+000
4.126919e+002,0.000000e+000
4.146204e+002,0.000000e+000
4.165489e+002,0.000000e+000
4.184773e+002,0.000000e+000
4.204058e+002,0.000000e+000
4.223343e+002,0.000000e+000
4.242627e+002,0.000000e+000
4.261912e+002,0.000000e+000
4.281197e+002,0.000000e+000
4.300481e+002,0.000000e+000
4.319766e+002,0.000000e+000
4.339051e+002,0.000000e+000
4.358335e+002,0.000000e+000
4.377620e+002,0.000000e+000
4.396905e+002,0.000000e+000
4.416189e+002,0.000000e+000
4.435474e+002,0.000000e+000
4.454759e+002,0.000000e+000
4.474043e+002,0.000000e+000
4.493328e+002,0.000000e+000
4.512613e+002,0.000000e+000
4.531897e+002,0.000000e+000
4.551182e+002,0.000000e+000
4.570467e+002,0.000000e+000
4.589751e+002,0.000000e+000
4.609036e+002,0.000000e+000
4.628321e+002,0.000000e+000
4.647605e+002,0.000000e+000
4.666890e+002,0.000000e+000
4.686175e+002,0.000000e+000
4.705459e+002,0.000000e+000
4.724744e+002,0.000000e+000
4.744029e+002,0.000000e+000
4.763313e+002,0.000000e+000
4.782598e+002,0.000000e+000
4.801883e+002,0.000000e+000
4.821167e+002,0.000000e+000
4.840452e+002,0.000000e+000
4.859737e+002,0.000000e+000
4.879021e+002,0.000000e+000
4.898306e+002,0.000000e+000
4.917591e+002,0.000000e+000
4.936875e+002,0.000000e+000
4.956160e+002,0.000000e+000
4.975445e+002,0.000000e+000
4.994729e+002,0.000000e+000
5.014014e+002,0.000000e+000
5.033299e+002,0.000000e+000
5.052583e+002,0.000000e+000
5.071868e+002,0.000000e+000
5.091153e+002,0.000000e+000
5.110437e+002,0.000000e+000
5.129722e+002,0.000000e+000
5.149006e+002,0.000000e+000
5.168291e+002,0.000000e+000
5.187576e+002,0.000000e+000
5.206860e+002,0.000000e+000
5.226145e+002,0.000000e+000
5.245430e+002,0.000000e+000
5.264714e+002,0.000000e+000
5.283999e+002,0.000000e+000
5.303284e+002,0.000000e+000
5.322568e+002,0.000000e+000
5.341853e+002,0.000000e+000
5.361138e+002,0.000000e+000
5.380422e+002,0.000000e+000
5.399707e+002,0.000000e+000
5.418992e+002,0.000000e+000
5.438276e+002,0.000000e+000
5.457561e+002,0.000000e+000
